,time,temp,dwpt,rhum,prcp,wdir,wspd,pres
53,2022-12-13 22:00:00,23.10234,13.924651,42.49057,0.06821589,162.38663,14.952865,1016.83374
54,2022-12-13 23:00:00,22.371058,13.773416,45.7741,0.032296874,163.44615,15.093238,1016.7125
55,2022-12-14 00:00:00,21.532572,13.7688055,49.38511,0.008425914,161.95473,14.669023,1016.8501
56,2022-12-14 01:00:00,20.487217,13.809957,52.94918,-0.0068672746,158.72145,14.501489,1016.8131
57,2022-12-14 02:00:00,19.899004,13.95137,55.610283,0.011979904,164.02454,14.613504,1016.82086
58,2022-12-14 03:00:00,19.069942,13.911031,58.227196,0.02451977,169.1104,14.474257,1016.72186
59,2022-12-14 04:00:00,19.00858,13.93806,61.38939,-0.08084103,161.78888,14.550541,1016.7595
60,2022-12-14 05:00:00,17.966011,13.925109,63.56737,0.095606744,158.50172,14.415418,1016.7896
61,2022-12-14 06:00:00,17.864302,13.980078,66.53229,0.18484306,164.46567,14.270905,1016.7394
62,2022-12-14 07:00:00,18.111532,14.051033,70.91497,0.24417634,167.4,14.290835,1016.65576
63,2022-12-14 08:00:00,18.298971,14.082553,71.87142,0.0007814274,168.76822,14.342702,1016.856
64,2022-12-14 09:00:00,18.833742,14.136018,72.95693,0.029913673,170.39478,14.430037,1016.6701
65,2022-12-14 10:00:00,19.506851,14.183791,72.932846,0.031654667,168.0153,14.492975,1016.80396
66,2022-12-14 11:00:00,20.553122,14.33637,70.6921,0.018319914,168.33224,14.686762,1016.628
67,2022-12-14 12:00:00,21.54943,13.898725,67.3721,0.0062575075,167.28532,14.56033,1016.61945
68,2022-12-14 13:00:00,22.415178,13.959474,61.07975,0.028461333,166.72879,14.940781,1016.6044
69,2022-12-14 14:00:00,23.631214,14.243861,54.67472,0.0746419,166.25597,15.185643,1016.41925
70,2022-12-14 15:00:00,24.278488,14.09364,49.68312,0.03520084,165.62477,15.285025,1016.3384
71,2022-12-14 16:00:00,25.073093,14.086867,44.03285,0.049273025,169.07858,15.480187,1016.42816
72,2022-12-14 17:00:00,25.480314,14.100508,40.6086,0.11128928,172.40187,15.365888,1016.26306
73,2022-12-14 18:00:00,25.606813,14.218565,38.223557,0.13298723,169.536,15.441468,1016.31665
74,2022-12-14 19:00:00,25.596233,14.177181,36.50809,-0.014178362,171.09181,15.27785,1016.2893
75,2022-12-14 20:00:00,25.7081,14.461788,37.577164,0.013563766,173.44907,15.132421,1016.1735
76,2022-12-14 21:00:00,25.066767,14.35375,39.44297,0.1390228,169.8838,14.965922,1016.2856
77,2022-12-14 22:00:00,24.413256,14.314368,41.52476,0.042933043,171.5635,14.850059,1016.2572
78,2022-12-14 23:00:00,23.446798,14.2592535,44.55919,0.019163625,177.35701,14.736356,1016.3076
79,2022-12-15 00:00:00,22.635736,14.243019,47.789326,0.19599818,171.7268,14.277932,1016.35205
80,2022-12-15 01:00:00,21.707266,14.189655,51.665974,0.02581574,172.2737,14.055788,1016.46625
81,2022-12-15 02:00:00,21.174595,14.379928,54.099438,0.1566362,173.93398,13.968787,1016.3697
82,2022-12-15 03:00:00,20.48103,14.368613,57.7084,0.123736106,176.508,13.802209,1016.3904
83,2022-12-15 04:00:00,20.041769,14.255167,60.881786,0.0050855814,173.3385,14.029024,1016.3206
84,2022-12-15 05:00:00,19.48631,14.275971,64.605446,0.06351371,178.00044,13.751416,1016.3569
85,2022-12-15 06:00:00,19.13005,14.169157,68.03484,0.114184916,171.01572,13.529467,1016.285
86,2022-12-15 07:00:00,19.35552,14.123131,71.08348,0.11419296,180.97842,13.857606,1016.24225
87,2022-12-15 08:00:00,19.73844,14.0541,73.79166,0.15616332,178.41875,13.609077,1016.1537
88,2022-12-15 09:00:00,20.142502,14.060784,76.139275,0.11482263,184.54587,13.780677,1016.18115
89,2022-12-15 10:00:00,20.940123,13.998211,75.98225,0.17297995,185.72025,13.926788,1015.96747
90,2022-12-15 11:00:00,21.442274,14.00288,73.13597,0.19272545,183.34428,13.96886,1016.0964
91,2022-12-15 12:00:00,22.583708,13.881022,69.68538,0.09121547,187.52385,14.393033,1016.0568
92,2022-12-15 13:00:00,23.48533,13.791098,64.579,0.19537903,185.90756,14.5384445,1016.0442
93,2022-12-15 14:00:00,24.374952,13.776118,57.869766,-0.016461223,189.46518,14.86903,1015.94995
94,2022-12-15 15:00:00,25.065079,13.610231,52.807373,0.054945357,196.86157,14.980841,1016.0644
95,2022-12-15 16:00:00,25.702402,13.629,45.85105,0.076816805,189.70425,15.033265,1015.93115
96,2022-12-15 17:00:00,26.099726,13.583163,43.029907,0.0367539,191.66463,15.031917,1015.98895
97,2022-12-15 18:00:00,26.1916,13.733792,39.72613,0.12828504,197.86319,15.086679,1015.90216
98,2022-12-15 19:00:00,26.204279,13.537912,38.686787,0.20625684,195.83371,14.939416,1015.98145
99,2022-12-15 20:00:00,26.01861,13.414864,38.8391,0.19036749,196.63347,14.937163,1015.78125
100,2022-12-15 21:00:00,25.289175,13.681495,40.26424,0.34185806,194.16641,14.885578,1015.9378
101,2022-12-15 22:00:00,24.407228,13.383709,43.01306,0.06316372,200.96906,14.752067,1015.9336
102,2022-12-15 23:00:00,23.868462,13.47003,46.747112,0.022084132,194.57692,14.552142,1016.0144
103,2022-12-16 00:00:00,22.993418,13.376366,49.55662,0.048724294,196.66463,14.235483,1016.0699
104,2022-12-16 01:00:00,22.022503,13.639077,52.819286,-0.008300366,193.7966,14.227463,1016.23627
105,2022-12-16 02:00:00,21.254555,13.484627,55.9614,0.02663917,192.4527,13.956513,1016.3707
106,2022-12-16 03:00:00,20.33144,13.558703,58.261055,-0.009936423,190.18918,13.891369,1016.41815
107,2022-12-16 04:00:00,19.76115,13.615918,61.526245,0.06451499,195.25113,13.964761,1016.283
108,2022-12-16 05:00:00,19.135279,13.603319,64.547195,0.11765178,194.04546,13.844582,1016.43854
109,2022-12-16 06:00:00,19.0317,13.402001,66.96125,0.081808485,193.16368,13.659478,1016.2365
110,2022-12-16 07:00:00,19.206003,13.467237,70.553535,0.12748256,191.3157,13.829332,1016.3601
111,2022-12-16 08:00:00,19.571915,13.4823475,72.417854,0.058812387,195.30585,13.920794,1016.3625
112,2022-12-16 09:00:00,19.77073,13.254239,74.111374,0.001952076,195.8621,14.220586,1016.346
113,2022-12-16 10:00:00,20.520302,13.217095,73.150955,0.011057048,196.3729,14.255564,1016.2837
114,2022-12-16 11:00:00,21.319023,13.100917,70.974525,-0.054823745,197.72787,14.857778,1016.30096
115,2022-12-16 12:00:00,22.303549,13.231435,68.14059,0.02767766,196.74295,14.790359,1016.2806
116,2022-12-16 13:00:00,23.286257,12.919782,62.723972,0.012417995,198.57045,14.976237,1016.2118
117,2022-12-16 14:00:00,24.343056,12.80624,56.979748,0.050893996,190.6946,15.272617,1016.2495
118,2022-12-16 15:00:00,24.562983,12.719808,51.444637,-0.0021161186,191.86453,15.573192,1016.0487
119,2022-12-16 16:00:00,25.492653,12.68062,46.033707,0.03374344,187.02242,15.74058,1016.1084
